trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
1,goorshell,limeber,rakken,chelad,makkot,dingep,goorshell chelad limeber makkot rakken dingep,isolated-right,"['goorshell.wav', 'chelad.wav', 'limeber.wav', 'makkot.wav', 'rakken.wav', 'dingep.wav']","['Picture3.png', 'Picture10.png', 'Picture7.png']"
2,haagle,sumbark,goorshell,chelad,makkot,dingep,haagle chelad sumbark makkot goorshell dingep,isolated-right,"['haagle.wav', 'chelad.wav', 'sumbark.wav', 'makkot.wav', 'goorshell.wav', 'dingep.wav']","['Picture5.png', 'Picture1.png', 'Picture3.png']"
3,pakrid,haagle,goorshell,chelad,makkot,dingep,pakrid chelad haagle makkot goorshell dingep,isolated-right,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'makkot.wav', 'goorshell.wav', 'dingep.wav']","['Picture8.png', 'Picture5.png', 'Picture3.png']"
4,rakken,sumbark,nellby,chelad,makkot,dingep,rakken chelad sumbark makkot nellby dingep,isolated-right,"['rakken.wav', 'chelad.wav', 'sumbark.wav', 'makkot.wav', 'nellby.wav', 'dingep.wav']","['Picture7.png', 'Picture1.png', 'Picture2.png']"
5,bimdah,nellby,pakrid,chelad,makkot,dingep,bimdah chelad nellby makkot pakrid dingep,isolated-right,"['bimdah.wav', 'chelad.wav', 'nellby.wav', 'makkot.wav', 'pakrid.wav', 'dingep.wav']","['Picture4.png', 'Picture2.png', 'Picture8.png']"
6,barget,sumbark,rakken,makkot,chelad,dingep,barget makkot sumbark chelad rakken dingep,isolated-right,"['barget.wav', 'makkot.wav', 'sumbark.wav', 'chelad.wav', 'rakken.wav', 'dingep.wav']","['Picture6.png', 'Picture1.png', 'Picture7.png']"
7,haagle,goorshell,bimdah,makkot,chelad,dingep,haagle makkot goorshell chelad bimdah dingep,isolated-right,"['haagle.wav', 'makkot.wav', 'goorshell.wav', 'chelad.wav', 'bimdah.wav', 'dingep.wav']","['Picture5.png', 'Picture3.png', 'Picture4.png']"
8,pakrid,goorshell,barget,makkot,chelad,dingep,pakrid makkot goorshell chelad barget dingep,isolated-right,"['pakrid.wav', 'makkot.wav', 'goorshell.wav', 'chelad.wav', 'barget.wav', 'dingep.wav']","['Picture8.png', 'Picture3.png', 'Picture6.png']"
9,bimdah,limeber,pakrid,makkot,chelad,dingep,bimdah makkot limeber chelad pakrid dingep,isolated-right,"['bimdah.wav', 'makkot.wav', 'limeber.wav', 'chelad.wav', 'pakrid.wav', 'dingep.wav']","['Picture4.png', 'Picture10.png', 'Picture8.png']"
10,barget,bimdah,haagle,makkot,chelad,dingep,barget makkot bimdah chelad haagle dingep,isolated-right,"['barget.wav', 'makkot.wav', 'bimdah.wav', 'chelad.wav', 'haagle.wav', 'dingep.wav']","['Picture6.png', 'Picture4.png', 'Picture5.png']"
11,goorshell,barget,limeber,makkot,chelad,dingep,goorshell makkot barget chelad limeber dingep,isolated-right,"['goorshell.wav', 'makkot.wav', 'barget.wav', 'chelad.wav', 'limeber.wav', 'dingep.wav']","['Picture3.png', 'Picture6.png', 'Picture10.png']"
12,nellby,pakrid,haagle,chelad,makkot,dingep,nellby chelad pakrid makkot haagle dingep,isolated-right,"['nellby.wav', 'chelad.wav', 'pakrid.wav', 'makkot.wav', 'haagle.wav', 'dingep.wav']","['Picture2.png', 'Picture8.png', 'Picture5.png']"
13,sumbark,haagle,nellby,chelad,makkot,dingep,sumbark chelad haagle makkot nellby dingep,isolated-right,"['sumbark.wav', 'chelad.wav', 'haagle.wav', 'makkot.wav', 'nellby.wav', 'dingep.wav']","['Picture1.png', 'Picture5.png', 'Picture2.png']"
14,sumbark,rakken,haagle,makkot,chelad,dingep,sumbark makkot rakken chelad haagle dingep,isolated-right,"['sumbark.wav', 'makkot.wav', 'rakken.wav', 'chelad.wav', 'haagle.wav', 'dingep.wav']","['Picture1.png', 'Picture7.png', 'Picture5.png']"
15,bimdah,jeelow,limeber,makkot,chelad,dingep,bimdah makkot jeelow chelad limeber dingep,isolated-right,"['bimdah.wav', 'makkot.wav', 'jeelow.wav', 'chelad.wav', 'limeber.wav', 'dingep.wav']","['Picture4.png', 'Picture9.png', 'Picture10.png']"
16,nellby,bimdah,haagle,chelad,makkot,dingep,nellby chelad bimdah makkot haagle dingep,isolated-right,"['nellby.wav', 'chelad.wav', 'bimdah.wav', 'makkot.wav', 'haagle.wav', 'dingep.wav']","['Picture2.png', 'Picture4.png', 'Picture5.png']"
17,bimdah,goorshell,limeber,makkot,chelad,dingep,bimdah makkot goorshell chelad limeber dingep,isolated-right,"['bimdah.wav', 'makkot.wav', 'goorshell.wav', 'chelad.wav', 'limeber.wav', 'dingep.wav']","['Picture4.png', 'Picture3.png', 'Picture10.png']"
18,limeber,rakken,barget,makkot,chelad,dingep,limeber makkot rakken chelad barget dingep,isolated-right,"['limeber.wav', 'makkot.wav', 'rakken.wav', 'chelad.wav', 'barget.wav', 'dingep.wav']","['Picture10.png', 'Picture7.png', 'Picture6.png']"
19,pakrid,goorshell,rakken,chelad,makkot,dingep,pakrid chelad goorshell makkot rakken dingep,isolated-right,"['pakrid.wav', 'chelad.wav', 'goorshell.wav', 'makkot.wav', 'rakken.wav', 'dingep.wav']","['Picture8.png', 'Picture3.png', 'Picture7.png']"
20,bimdah,goorshell,nellby,chelad,makkot,dingep,bimdah chelad goorshell makkot nellby dingep,isolated-right,"['bimdah.wav', 'chelad.wav', 'goorshell.wav', 'makkot.wav', 'nellby.wav', 'dingep.wav']","['Picture4.png', 'Picture3.png', 'Picture2.png']"
